term,business,entertainment,politics,df,idf,TFIDF_business,TFIDF_entertainment,TFIDF_politics
otter,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
badger,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
bait,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
timor,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
swaziland,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
bordeaux,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
oporto,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
redeploy,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pretoria,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
mbaban,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
kabul,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pyongyang,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
nott,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
responsibilti,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
inconvenienc,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
tenet,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
badlytaught,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
faithbas,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
harmoni,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
alcoholrel,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
keyn,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
energet,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
improb,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
hidebound,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
hardwon,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
thefirst,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
hampshir,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
parmjit,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
coexist,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
succour,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
affirm,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
perjuri,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pervert,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
elaps,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
tebbit,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
perjur,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
teddi,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
welloff,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
newbi,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
hefc,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
affluent,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
howel,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
upfront,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
vicechancellor,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
threatend,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
campbellsavour,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
invalu,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
thereabout,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
unpleas,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
upkeep,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
hertfordshir,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
jeffri,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
fugil,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
lea,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
peas,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pottag,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
monkhous,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
headingley,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
tuxford,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
alcorn,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
auckland,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
australianstyl,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
peterborough,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
frattini,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
thoughtout,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pervez,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pheromon,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
daylight,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
nighttim,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pheremon,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
legitimaci,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
kofi,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
annan,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
unafraid,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
censur,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
kosovo,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
spurn,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
airi,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
liberati,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
glitterati,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
reclassif,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
braill,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
heckl,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
faction,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
wri,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
halfsist,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
sadi,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
labradorcurlyco,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
pakeerah,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
elspa,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
chainsaw,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
rockstar,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
dental,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
usfriendli,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
kyotolit,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
dioxid,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
jeer,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
birkbeck,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
barrack,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
patronis,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
follet,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
babe,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
wiggl,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
extori,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
influx,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
teather,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
masoch,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
unwash,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
freakeri,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
overslick,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
flagel,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
coppendal,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
granger,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
sharron,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
storer,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
harangu,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
stomp,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
eggthrow,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
undoubt,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
discomfort,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
belgrano,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
falkland,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
soapbox,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
egg,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
contriv,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
enthus,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
maxim,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
henleyontham,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
curiou,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
wallow,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
grovel,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
thuggish,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
fido,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
nonbritish,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
inaccuraci,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
redirect,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
retrac,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
reregist,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
reregistr,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
uptod,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
margherita,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
undim,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
partisan,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
sodomi,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
donoghu,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
backyard,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
tsunamis,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
mistranscript,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
wantag,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
fairmind,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
rightward,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
righthand,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
ralph,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
leftlean,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
haverstock,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
msc,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
snowbal,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
postneoclass,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
ubiquit,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
wonk,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
heinou,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
ramif,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
selfishli,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
exhort,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
solomon,0,1,0,1,0.47712125471966244,0.0,0.47712125471966244,0.0
yuko,0,0,196,1,0.47712125471966244,0.0,0.0,93.51576592505384
deutsch,0,0,109,1,0.47712125471966244,0.0,0.0,52.0062167644432
bankruptci,0,0,96,1,0.47712125471966244,0.0,0.0,45.803640453087596
gm,0,0,80,1,0.47712125471966244,0.0,0.0,38.169700377572994
lse,0,0,79,1,0.47712125471966244,0.0,0.0,37.69257912285333
gazprom,0,0,73,1,0.47712125471966244,0.0,0.0,34.829851594535356
fiat,0,0,70,1,0.47712125471966244,0.0,0.0,33.39848783037637
currenc,0,0,69,1,0.47712125471966244,0.0,0.0,32.921366575656705
boers,0,0,67,1,0.47712125471966244,0.0,0.0,31.967124066217384
worldcom,0,0,65,1,0.47712125471966244,0.0,0.0,31.01288155677806
glazer,0,0,65,1,0.47712125471966244,0.0,0.0,31.01288155677806
ebber,0,0,64,1,0.47712125471966244,0.0,0.0,30.535760302058396
telecom,0,0,59,1,0.47712125471966244,0.0,0.0,28.150154028460083
yugansk,0,0,59,1,0.47712125471966244,0.0,0.0,28.150154028460083
rosneft,0,0,58,1,0.47712125471966244,0.0,0.0,27.67303277374042
boe,0,0,53,1,0.47712125471966244,0.0,0.0,25.28742650014211
mci,0,0,53,1,0.47712125471966244,0.0,0.0,25.28742650014211
sec,0,0,50,1,0.47712125471966244,0.0,0.0,23.856062735983123
trillion,0,0,44,1,0.47712125471966244,0.0,0.0,20.993335207665147
slowdown,0,0,44,1,0.47712125471966244,0.0,0.0,20.993335207665147
gdp,0,0,42,1,0.47712125471966244,0.0,0.0,20.039092698225822
khodorkovski,0,0,41,1,0.47712125471966244,0.0,0.0,19.56197144350616
euronext,0,0,39,1,0.47712125471966244,0.0,0.0,18.607728934066834
marsh,0,0,38,1,0.47712125471966244,0.0,0.0,18.13060767934717
rupe,0,0,38,1,0.47712125471966244,0.0,0.0,18.13060767934717
bmw,0,0,36,1,0.47712125471966244,0.0,0.0,17.176365169907847
carmak,0,0,33,1,0.47712125471966244,0.0,0.0,15.74500140574886
airbu,0,0,32,1,0.47712125471966244,0.0,0.0,15.267880151029198
rover,0,0,31,1,0.47712125471966244,0.0,0.0,14.790758896309535
barclay,0,0,30,1,0.47712125471966244,0.0,0.0,14.313637641589873
yuganskneftega,0,0,30,1,0.47712125471966244,0.0,0.0,14.313637641589873
baikal,0,0,30,1,0.47712125471966244,0.0,0.0,14.313637641589873
parmalat,0,0,30,1,0.47712125471966244,0.0,0.0,14.313637641589873
subsidiari,0,0,29,1,0.47712125471966244,0.0,0.0,13.83651638687021
outlook,0,0,29,1,0.47712125471966244,0.0,0.0,13.83651638687021
wto,0,0,27,1,0.47712125471966244,0.0,0.0,12.882273877430885
saudi,0,0,26,1,0.47712125471966244,0.0,0.0,12.405152622711224
adjust,0,0,25,1,0.47712125471966244,0.0,0.0,11.928031367991561
corp,0,0,25,1,0.47712125471966244,0.0,0.0,11.928031367991561
swiss,0,0,25,1,0.47712125471966244,0.0,0.0,11.928031367991561
cairn,0,0,25,1,0.47712125471966244,0.0,0.0,11.928031367991561
stateown,0,0,25,1,0.47712125471966244,0.0,0.0,11.928031367991561
airway,0,0,25,1,0.47712125471966244,0.0,0.0,11.928031367991561
eurozon,0,0,24,1,0.47712125471966244,0.0,0.0,11.450910113271899
nissan,0,0,24,1,0.47712125471966244,0.0,0.0,11.450910113271899
transact,0,0,24,1,0.47712125471966244,0.0,0.0,11.450910113271899
lg,0,0,23,1,0.47712125471966244,0.0,0.0,10.973788858552236
trader,0,0,23,1,0.47712125471966244,0.0,0.0,10.973788858552236
shell,0,0,23,1,0.47712125471966244,0.0,0.0,10.973788858552236
qanta,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
mitsubishi,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
yuan,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
citigroup,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
jobless,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
venezuela,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
broker,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
verizon,0,0,22,1,0.47712125471966244,0.0,0.0,10.496667603832574
jp,0,0,21,1,0.47712125471966244,0.0,0.0,10.019546349112911
weaker,0,0,20,1,0.47712125471966244,0.0,0.0,9.542425094393248
tonn,0,0,20,1,0.47712125471966244,0.0,0.0,9.542425094393248
wmc,0,0,20,1,0.47712125471966244,0.0,0.0,9.542425094393248
nasdaq,0,0,20,1,0.47712125471966244,0.0,0.0,9.542425094393248
southcorp,0,0,20,1,0.47712125471966244,0.0,0.0,9.542425094393248
auto,0,0,19,1,0.47712125471966244,0.0,0.0,9.065303839673586
halifax,0,0,19,1,0.47712125471966244,0.0,0.0,9.065303839673586
fanni,0,0,19,1,0.47712125471966244,0.0,0.0,9.065303839673586
greenspan,0,0,19,1,0.47712125471966244,0.0,0.0,9.065303839673586
merced,0,0,19,1,0.47712125471966244,0.0,0.0,9.065303839673586
qwest,0,0,19,1,0.47712125471966244,0.0,0.0,9.065303839673586
daimlerchrysl,0,0,18,1,0.47712125471966244,0.0,0.0,8.588182584953923
singapor,0,0,18,1,0.47712125471966244,0.0,0.0,8.588182584953923
pretax,0,0,18,1,0.47712125471966244,0.0,0.0,8.588182584953923
textil,0,0,18,1,0.47712125471966244,0.0,0.0,8.588182584953923
mae,0,0,18,1,0.47712125471966244,0.0,0.0,8.588182584953923
opec,0,0,17,1,0.47712125471966244,0.0,0.0,8.11106133023426
menatep,0,0,17,1,0.47712125471966244,0.0,0.0,8.11106133023426
ongc,0,0,17,1,0.47712125471966244,0.0,0.0,8.11106133023426
consortium,0,0,16,1,0.47712125471966244,0.0,0.0,7.633940075514599
spitzer,0,0,16,1,0.47712125471966244,0.0,0.0,7.633940075514599
util,0,0,16,1,0.47712125471966244,0.0,0.0,7.633940075514599
abn,0,0,16,1,0.47712125471966244,0.0,0.0,7.633940075514599
enron,0,0,16,1,0.47712125471966244,0.0,0.0,7.633940075514599
ba,0,0,16,1,0.47712125471966244,0.0,0.0,7.633940075514599
saab,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
evas,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
frankfurt,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
merril,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
anil,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
att,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
vodafon,0,0,15,1,0.47712125471966244,0.0,0.0,7.156818820794936
arabia,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
monopoli,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
brewer,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
steadi,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
davo,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
fsa,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
lufthansa,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
tci,0,0,14,1,0.47712125471966244,0.0,0.0,6.679697566075274
telecommun,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
gorg,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
maldiv,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
supplier,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
ghosn,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
petroleum,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
venezuelan,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
chavez,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
xstrata,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
inbev,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
borussia,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
turkcel,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
unilev,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
feta,0,0,13,1,0.47712125471966244,0.0,0.0,6.202576311355612
axa,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
rebound,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
amro,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
chees,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
undervalu,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
suv,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
bp,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
reinsur,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
peg,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
offshor,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
premium,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
renault,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
deccan,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
ore,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
complianc,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
mcmanu,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
magnier,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
ppi,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
dortmund,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
nestl,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
vivendi,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
ahold,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
sbc,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
lira,0,0,12,1,0.47712125471966244,0.0,0.0,5.7254550566359494
ufj,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
secondlargest,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
alfa,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
labor,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
ge,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
ryanair,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
ism,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
ambani,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
chidambaram,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
peoplesoft,0,0,11,1,0.47712125471966244,0.0,0.0,5.248333801916287
bubbl,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
withprofit,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
selloff,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
staterun,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
opel,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
yangtz,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
kok,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
stagnat,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
toyota,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
bdo,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
mittal,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
oecd,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
bcc,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
greec,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
monsanto,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
cocoa,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
elgindi,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
cml,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
phytopharm,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
ec,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
oracl,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
absa,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
agua,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
ebay,0,0,10,1,0.47712125471966244,0.0,0.0,4.771212547196624
delist,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
sumitomo,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
daiwa,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
ecb,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
pernod,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
diageo,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
vioxx,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
tumbl,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
softwar,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
kremlin,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
brink,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
yuganskneftegaz,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
furs,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
seifert,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
up,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
dow,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
heineken,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
druyun,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
preliminari,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
ub,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
wef,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
outsourc,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
tieup,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
mukesh,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
utd,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
ferrari,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
cadburi,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
aer,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
lingu,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
villalba,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
ssl,0,0,9,1,0.47712125471966244,0.0,0.0,4.294091292476962
siemen,0,0,8,1,0.47712125471966244,0.0,0.0,3.8169700377572995
lvmh,0,0,8,1,0.47712125471966244,0.0,0.0,3.8169700377572995
fda,0,0,8,1,0.47712125471966244,0.0,0.0,3.8169700377572995
